Date,Volume,Open
2020-09-24,"$87,446,068",$0.00254172
2020-09-23,"$109,840,858",$0.00264618
2020-09-22,"$129,491,987",$0.00262098
2020-09-21,"$165,563,596",$0.00277160
2020-09-20,"$157,760,533",$0.00278658
2020-09-19,"$155,984,975",$0.00278067
2020-09-18,"$170,633,292",$0.00281649
2020-09-17,"$155,392,568",$0.00282039
2020-09-16,"$130,436,953",$0.00283807
2020-09-15,"$146,588,554",$0.00279498
2020-09-14,"$132,954,530",$0.00277806
2020-09-13,"$134,048,170",$0.00282081
2020-09-12,"$150,887,311",$0.00278662
2020-09-11,"$163,488,675",$0.00281273
2020-09-10,"$115,436,170",$0.00277882
2020-09-09,"$152,411,544",$0.00276960
2020-09-08,"$169,336,091",$0.00282647
2020-09-07,"$160,023,367",$0.00277236
2020-09-06,"$138,532,133",$0.00274209
2020-09-05,"$141,872,359",$0.00289702
2020-09-04,"$138,600,098",$0.00278769
2020-09-03,"$119,362,427",$0.00309142
2020-09-02,"$188,077,468",$0.00323340
2020-09-01,"$184,353,787",$0.00321563
2020-08-31,"$176,682,136",$0.00329559
2020-08-30,"$193,821,341",$0.00328116
2020-08-29,"$183,848,936",$0.00326835
2020-08-28,"$169,144,170",$0.00319015
2020-08-27,"$170,734,081",$0.00328844
2020-08-26,"$156,830,695",$0.00328898
2020-08-25,"$155,243,881",$0.00340308
2020-08-24,"$137,749,412",$0.00341194
2020-08-23,"$159,336,753",$0.00344364
2020-08-22,"$175,010,652",$0.00338431
2020-08-21,"$173,128,139",$0.00344678
2020-08-20,"$156,615,204",$0.00342076
2020-08-19,"$164,627,570",$0.00350331
2020-08-18,"$156,313,176",$0.00360468
2020-08-17,"$153,938,645",$0.00352835
2020-08-16,"$139,339,382",$0.00353586
2020-08-15,"$168,616,113",$0.00356564
2020-08-14,"$186,884,065",$0.00347558
2020-08-13,"$192,483,773",$0.00346820
2020-08-12,"$166,589,721",$0.00339292
2020-08-11,"$165,789,779",$0.00349141
2020-08-10,"$156,911,880",$0.00345918
2020-08-09,"$174,507,223",$0.00350084
2020-08-08,"$172,595,669",$0.00348046
2020-08-07,"$106,062,512",$0.00355751
2020-08-06,"$118,440,407",$0.00350659
2020-08-05,"$119,131,130",$0.00353973
2020-08-04,"$107,337,870",$0.00338343
2020-08-03,"$134,791,620",$0.00333854
2020-08-02,"$189,722,237",$0.00370690
2020-08-01,"$87,495,379",$0.00320369
2020-07-31,"$97,619,245",$0.00323662
2020-07-30,"$96,494,495",$0.00316525
2020-07-29,"$101,675,134",$0.00319018
2020-07-28,"$116,948,210",$0.00312424
2020-07-27,"$106,754,751",$0.00323450
2020-07-26,"$111,134,959",$0.00326094
2020-07-25,"$112,909,917",$0.00322385
2020-07-24,"$108,172,720",$0.00329624
2020-07-23,"$103,035,469",$0.00328283
2020-07-22,"$150,316,469",$0.00330479
2020-07-21,"$158,255,255",$0.00323398
2020-07-20,"$183,481,048",$0.00338769
2020-07-19,"$245,241,741",$0.00349721
2020-07-18,"$120,670,354",$0.00306746
2020-07-17,"$119,584,582",$0.00299348
2020-07-16,"$109,574,219",$0.00308911
2020-07-15,"$140,953,983",$0.00329163
2020-07-14,"$179,141,962",$0.00316103
2020-07-13,"$129,403,956",$0.00363931
2020-07-12,"$201,664,365",$0.00380478
2020-07-11,"$277,250,306",$0.00354429
2020-07-10,"$430,964,505",$0.00437460
2020-07-09,"$1,160,341,960",$0.00474406
2020-07-08,"$221,702,332",$0.00305222
2020-07-07,"$87,267,638",$0.00260087
2020-07-06,"$73,147,492",$0.00230565
2020-07-05,"$66,586,116",$0.00231060
2020-07-04,"$63,141,653",$0.00230520
2020-07-03,"$63,481,908",$0.00232718
2020-07-02,"$103,350,655",$0.00235826
2020-07-01,"$124,372,837",$0.00231597
2020-06-30,"$121,204,872",$0.00230966
2020-06-29,"$126,780,704",$0.00231553
2020-06-28,"$105,652,716",$0.00229834
2020-06-27,"$108,353,615",$0.00235786
2020-06-26,"$109,759,532",$0.00240963
2020-06-25,"$131,959,062",$0.00242046
2020-06-24,"$112,014,389",$0.00247488
2020-06-23,"$130,949,234",$0.00247790
2020-06-22,"$111,928,121",$0.00244367
2020-06-21,"$111,854,350",$0.00245062
2020-06-20,"$129,030,058",$0.00244439
2020-06-19,"$116,189,638",$0.00245970
2020-06-18,"$133,883,372",$0.00247546
2020-06-17,"$144,231,710",$0.00248231
2020-06-16,"$148,884,120",$0.00247152
2020-06-15,"$114,283,772",$0.00249402
2020-06-14,"$130,467,976",$0.00252882
2020-06-13,"$139,660,383",$0.00250614
2020-06-12,"$124,324,063",$0.00244740
2020-06-11,"$120,182,403",$0.00257925
2020-06-10,"$110,545,344",$0.00255701
2020-06-09,"$116,658,893",$0.00257895
2020-06-08,"$127,789,279",$0.00259806
2020-06-07,"$113,261,242",$0.00258437
2020-06-06,"$126,285,011",$0.00258562
2020-06-05,"$123,499,973",$0.00260810
2020-06-04,"$119,884,831",$0.00259289
2020-06-03,"$131,645,487",$0.00252570
2020-06-02,"$131,305,279",$0.00270227
2020-06-01,"$121,116,975",$0.00255486
2020-05-31,"$126,050,718",$0.00260494
2020-05-30,"$135,246,773",$0.00250138
2020-05-29,"$159,726,412",$0.00256535
2020-05-28,"$135,729,334",$0.00255112
2020-05-27,"$125,833,705",$0.00250776
2020-05-26,"$150,073,654",$0.00250126
2020-05-25,"$118,180,702",$0.00242581
2020-05-24,"$139,842,300",$0.00253238
2020-05-23,"$142,767,321",$0.00252131
2020-05-22,"$135,564,016",$0.00241749
2020-05-21,"$116,334,208",$0.00249203
2020-05-20,"$122,220,132",$0.00254644
2020-05-19,"$206,083,121",$0.00254459
2020-05-18,"$198,445,362",$0.00255979
2020-05-17,"$194,713,613",$0.00251512
2020-05-16,"$198,862,295",$0.00247276
2020-05-15,"$230,680,149",$0.00260819
2020-05-14,"$211,321,833",$0.00255233
2020-05-13,"$203,607,475",$0.00246438
2020-05-12,"$225,533,470",$0.00241418
2020-05-11,"$232,503,916",$0.00243149
2020-05-10,"$232,331,570",$0.00258003
2020-05-09,"$233,587,353",$0.00261065
2020-05-08,"$231,863,022",$0.00267958
2020-05-07,"$194,670,689",$0.00251587
2020-05-06,"$191,425,230",$0.00249268
2020-05-05,"$202,161,479",$0.00248596
2020-05-04,"$206,286,035",$0.00251470
2020-05-03,"$206,828,067",$0.00253207
2020-05-02,"$219,094,154",$0.00248900
2020-05-01,"$235,092,728",$0.00244231
2020-04-30,"$242,370,966",$0.00255796
2020-04-29,"$200,283,720",$0.00232444
2020-04-28,"$224,244,999",$0.00238849
2020-04-27,"$233,725,625",$0.00232277
2020-04-26,"$179,689,638",$0.00211837
2020-04-25,"$161,596,051",$0.00206912
2020-04-24,"$140,105,892",$0.00205138
2020-04-23,"$126,033,359",$0.00200740
2020-04-22,"$124,397,420",$0.00196026
2020-04-21,"$129,791,433",$0.00197460
2020-04-20,"$127,839,053",$0.00203745
2020-04-19,"$127,629,256",$0.00206091
2020-04-18,"$121,729,853",$0.00199960
2020-04-17,"$146,472,117",$0.00202285
2020-04-16,"$131,684,089",$0.00194563
2020-04-15,"$124,216,048",$0.00196677
2020-04-14,"$129,649,088",$0.00195955
2020-04-13,"$128,335,739",$0.00197558
2020-04-12,"$128,506,938",$0.00199455
2020-04-11,"$134,671,135",$0.00195532
2020-04-10,"$123,549,292",$0.00202364
2020-04-09,"$127,878,282",$0.00201340
2020-04-08,"$141,907,834",$0.00200040
2020-04-07,"$145,502,189",$0.00199528
2020-04-06,"$123,742,387",$0.00185924
2020-04-05,"$129,554,098",$0.00187273
2020-04-04,"$130,077,705",$0.00184827
2020-04-03,"$135,883,818",$0.00189035
2020-04-02,"$133,295,930",$0.00186128
2020-04-01,"$125,018,850",$0.00180850
2020-03-31,"$130,308,976",$0.00180667
2020-03-30,"$127,824,727",$0.00172011
2020-03-29,"$139,854,382",$0.00178661
2020-03-28,"$118,486,362",$0.00178400
2020-03-27,"$129,916,987",$0.00185829
2020-03-26,"$137,546,599",$0.00183483
2020-03-25,"$153,573,606",$0.00187170
2020-03-24,"$140,961,242",$0.00181697
2020-03-23,"$135,249,014",$0.00173253
2020-03-22,"$133,056,133",$0.00178139
2020-03-21,"$158,961,780",$0.00177573
2020-03-20,"$223,278,153",$0.00177149
2020-03-19,"$74,515,511",$0.00161442
2020-03-18,"$74,523,963",$0.00163313
2020-03-17,"$100,216,040",$0.00159302
2020-03-16,"$92,079,970",$0.00169630
2020-03-15,"$83,287,640",$0.00165546
2020-03-14,"$162,397,714",$0.00171928
2020-03-13,"$110,773,264",$0.00148347
2020-03-12,"$81,850,205",$0.00219138
2020-03-11,"$88,469,387",$0.00220374
2020-03-10,"$105,653,414",$0.00219608
2020-03-09,"$79,686,705",$0.00217377
2020-03-08,"$68,887,905",$0.00242619
2020-03-07,"$81,573,108",$0.00248720
2020-03-06,"$85,693,525",$0.00247817
2020-03-05,"$130,345,674",$0.00246386
2020-03-04,"$145,310,587",$0.00241166
2020-03-03,"$141,216,615",$0.00236842
2020-03-02,"$132,312,472",$0.00224282
2020-03-01,"$122,706,371",$0.00224376
2020-02-29,"$130,103,960",$0.00230810
2020-02-28,"$138,916,300",$0.00232974
2020-02-27,"$174,293,462",$0.00232768
2020-02-26,"$159,530,094",$0.00248769
2020-02-25,"$141,406,806",$0.00259822
2020-02-24,"$167,584,709",$0.00268383
2020-02-23,"$143,129,455",$0.00261695
2020-02-22,"$139,383,776",$0.00266048
2020-02-21,"$163,959,447",$0.00264010
2020-02-20,"$120,435,361",$0.00265902
2020-02-19,"$120,924,221",$0.00284492
2020-02-18,"$121,852,389",$0.00272172
2020-02-17,"$129,451,161",$0.00283948
2020-02-16,"$118,598,158",$0.00296046
2020-02-15,"$121,465,386",$0.00310202
2020-02-14,"$146,323,761",$0.00303280
2020-02-13,"$153,307,474",$0.00305098
2020-02-12,"$152,367,638",$0.00305270
2020-02-11,"$104,681,583",$0.00301579
2020-02-10,"$122,582,884",$0.00322052
2020-02-09,"$114,237,107",$0.00315262
2020-02-08,"$74,768,228",$0.00277336
2020-02-07,"$68,693,592",$0.00266138
2020-02-06,"$74,945,449",$0.00258012
2020-02-05,"$61,160,180",$0.00247699
2020-02-04,"$64,002,051",$0.00243993
2020-02-03,"$74,934,191",$0.00246880
2020-02-02,"$61,580,812",$0.00240525
2020-02-01,"$58,805,205",$0.00238678
2020-01-31,"$68,004,035",$0.00243182
2020-01-30,"$60,908,834",$0.00238995
2020-01-29,"$73,912,107",$0.00244523
2020-01-28,"$71,267,011",$0.00236581
2020-01-27,"$57,079,681",$0.00230645
2020-01-26,"$63,624,028",$0.00224511
2020-01-25,"$67,906,670",$0.00227259
2020-01-24,"$70,446,235",$0.00224014
2020-01-23,"$68,481,208",$0.00236733
2020-01-22,"$67,442,647",$0.00237308
2020-01-21,"$73,125,411",$0.00239105
2020-01-20,"$87,205,355",$0.00240813
2020-01-19,"$91,648,034",$0.00249790
2020-01-18,"$98,670,907",$0.00242666
2020-01-17,"$79,745,347",$0.00233559
2020-01-16,"$107,025,136",$0.00239890
2020-01-15,"$86,813,590",$0.00233322
2020-01-14,"$48,689,132",$0.00215029
2020-01-13,"$52,330,282",$0.00226532
2020-01-12,"$60,455,962",$0.00221841
2020-01-11,"$53,435,759",$0.00226042
2020-01-10,"$48,004,965",$0.00228990
2020-01-09,"$43,151,513",$0.00216982
2020-01-08,"$43,529,571",$0.00223478
2020-01-07,"$38,106,371",$0.00213001
2020-01-06,"$32,539,591",$0.00207041
2020-01-05,"$46,196,903",$0.00218934
2020-01-04,"$40,863,740",$0.00204887
2020-01-03,"$46,080,313",$0.00200839
2020-01-02,"$38,576,915",$0.00202565
2020-01-01,"$53,013,466",$0.00203106
2019-12-31,"$57,927,279",$0.00204677
2019-12-30,"$53,296,087",$0.00206953
2019-12-29,"$49,398,906",$0.00206461
2019-12-28,"$56,868,140",$0.00205397
2019-12-27,"$55,503,997",$0.00205644
2019-12-26,"$58,935,262",$0.00208210
2019-12-25,"$54,966,142",$0.00207187
2019-12-24,"$56,761,780",$0.00207003
2019-12-23,"$53,802,507",$0.00211935
2019-12-22,"$52,326,885",$0.00207854
2019-12-21,"$52,249,120",$0.00207769
2019-12-20,"$61,022,075",$0.00213364
2019-12-19,"$63,263,645",$0.00212361
2019-12-18,"$58,992,656",$0.00203833
2019-12-17,"$49,293,044",$0.00211607
2019-12-16,"$50,404,461",$0.00215126
2019-12-15,"$55,987,181",$0.00217345
2019-12-14,"$51,549,466",$0.00217969
2019-12-13,"$48,086,983",$0.00219096
2019-12-12,"$49,324,680",$0.00219307
2019-12-11,"$52,849,468",$0.00221224
2019-12-10,"$51,602,731",$0.00220582
2019-12-09,"$45,519,207",$0.00223008
2019-12-08,"$46,793,259",$0.00222966
2019-12-07,"$50,695,506",$0.00223486
2019-12-06,"$50,640,012",$0.00221528
2019-12-05,"$55,581,834",$0.00219758
2019-12-04,"$49,466,776",$0.00221586
2019-12-03,"$49,563,487",$0.00223942
2019-12-02,"$58,686,193",$0.00228576
2019-12-01,"$76,056,225",$0.00232003
2019-11-30,"$75,226,818",$0.00237328
2019-11-29,"$82,903,149",$0.00231702
2019-11-28,"$86,971,209",$0.00232749
2019-11-27,"$85,702,195",$0.00227412
2019-11-26,"$105,190,676",$0.00226023
2019-11-25,"$76,356,898",$0.00226040
2019-11-24,"$86,498,052",$0.00240077
2019-11-23,"$99,008,055",$0.00236082
2019-11-22,"$94,516,299",$0.00242195
2019-11-21,"$79,483,212",$0.00254691
2019-11-20,"$87,053,050",$0.00253261
2019-11-19,"$77,247,754",$0.00255350
2019-11-18,"$76,838,287",$0.00264356
2019-11-17,"$73,888,657",$0.00265526
2019-11-16,"$72,903,937",$0.00264704
2019-11-15,"$76,872,790",$0.00266710
2019-11-14,"$76,328,533",$0.00269492
2019-11-13,"$77,675,285",$0.00271858
2019-11-12,"$86,344,125",$0.00271090
2019-11-11,"$96,923,803",$0.00276756
2019-11-10,"$91,180,129",$0.00271002
2019-11-09,"$86,908,323",$0.00265645
2019-11-08,"$94,445,676",$0.00271300
2019-11-07,"$82,324,550",$0.00260922
2019-11-06,"$83,590,514",$0.00259816
2019-11-05,"$87,617,719",$0.00259601
2019-11-04,"$78,199,920",$0.00261263
2019-11-03,"$80,005,232",$0.00261514
2019-11-02,"$78,865,240",$0.00262324
2019-11-01,"$75,885,834",$0.00260158
2019-10-31,"$92,747,461",$0.00260958
2019-10-30,"$90,912,215",$0.00264997
2019-10-29,"$97,631,305",$0.00264250
2019-10-28,"$101,154,679",$0.00264647
2019-10-27,"$119,294,386",$0.00261870
2019-10-26,"$99,018,988",$0.00269522
2019-10-25,"$73,057,386",$0.00252330
2019-10-24,"$75,378,860",$0.00250291
2019-10-23,"$71,592,220",$0.00256160
2019-10-22,"$74,780,010",$0.00269902
2019-10-21,"$70,579,758",$0.00273518
2019-10-20,"$67,906,451",$0.00274447
2019-10-19,"$82,194,960",$0.00270413
2019-10-18,"$98,105,997",$0.00274606
2019-10-17,"$71,090,503",$0.00259213
2019-10-16,"$68,705,262",$0.00249512
2019-10-15,"$81,764,771",$0.00253063
2019-10-14,"$82,455,074",$0.00243435
2019-10-13,"$61,108,207",$0.00231949
2019-10-12,"$63,585,639",$0.00230342
2019-10-11,"$74,872,637",$0.00231437
2019-10-10,"$68,599,801",$0.00235884
2019-10-09,"$76,990,993",$0.00231060
2019-10-08,"$71,913,961",$0.00235630
2019-10-07,"$61,837,445",$0.00229561
2019-10-06,"$62,125,176",$0.00231709
2019-10-05,"$64,942,097",$0.00232998
2019-10-04,"$65,315,290",$0.00232933
2019-10-03,"$64,699,792",$0.00233223
2019-10-02,"$64,735,317",$0.00233362
2019-10-01,"$82,176,094",$0.00236988
2019-09-30,"$65,087,520",$0.00224158
2019-09-29,"$58,678,137",$0.00221913
2019-09-28,"$70,422,312",$0.00220048
2019-09-27,"$70,580,667",$0.00214530
2019-09-26,"$79,874,687",$0.00218800
2019-09-25,"$76,400,538",$0.00222061
2019-09-24,"$57,809,623",$0.00246775
2019-09-23,"$62,033,457",$0.00258802
2019-09-22,"$72,581,065",$0.00257916
2019-09-21,"$73,034,279",$0.00265570
2019-09-20,"$72,674,840",$0.00268179
2019-09-19,"$74,426,213",$0.00270225
2019-09-18,"$65,222,969",$0.00258778
2019-09-17,"$52,563,296",$0.00245409
2019-09-16,"$53,271,099",$0.00244708
2019-09-15,"$52,720,574",$0.00243428
2019-09-14,"$48,510,168",$0.00242102
2019-09-13,"$49,135,250",$0.00241146
2019-09-12,"$49,113,403",$0.00239214
2019-09-11,"$53,758,490",$0.00244714
2019-09-10,"$61,096,568",$0.00245555
2019-09-09,"$57,731,956",$0.00249978
2019-09-08,"$59,710,288",$0.00249082
2019-09-07,"$55,767,903",$0.00250096
2019-09-06,"$57,381,860",$0.00248077
2019-09-05,"$49,415,286",$0.00250790
2019-09-04,"$68,005,172",$0.00258070
2019-09-03,"$51,554,082",$0.00254373
2019-09-02,"$46,215,311",$0.00246061
2019-09-01,"$47,715,637",$0.00246845
2019-08-31,"$47,897,207",$0.00247143
2019-08-30,"$54,762,455",$0.00245818
2019-08-29,"$49,677,434",$0.00251925
2019-08-28,"$48,328,452",$0.00262208
2019-08-27,"$48,368,859",$0.00264309
2019-08-26,"$50,010,115",$0.00267784
2019-08-25,"$48,471,722",$0.00261903
2019-08-24,"$45,719,738",$0.00268943
2019-08-23,"$47,616,025",$0.00268069
2019-08-22,"$49,996,444",$0.00266212
2019-08-21,"$49,457,655",$0.00275823
2019-08-20,"$52,657,155",$0.00280905
2019-08-19,"$52,201,958",$0.00270774
2019-08-18,"$48,267,199",$0.00263829
2019-08-17,"$51,368,531",$0.00265413
2019-08-16,"$64,238,567",$0.00261868
2019-08-15,"$69,816,206",$0.00271611
2019-08-14,"$61,535,826",$0.00281406
2019-08-13,"$51,869,391",$0.00287847
2019-08-12,"$47,970,746",$0.00289469
2019-08-11,"$51,306,767",$0.00285696
2019-08-10,"$49,381,851",$0.00291465
2019-08-09,"$48,334,418",$0.00297281
2019-08-08,"$51,310,891",$0.00298441
2019-08-07,"$50,345,242",$0.00295867
2019-08-06,"$62,073,360",$0.00303121
2019-08-05,"$48,896,734",$0.00291897
2019-08-04,"$47,298,140",$0.00291077
2019-08-03,"$48,997,964",$0.00291139
2019-08-02,"$46,976,298",$0.00289489
2019-08-01,"$48,482,776",$0.00286841
2019-07-31,"$43,122,404",$0.00279659
2019-07-30,"$42,856,043",$0.00279140
2019-07-29,"$43,011,878",$0.00282076
2019-07-28,"$42,774,399",$0.00279988
2019-07-27,"$41,445,942",$0.00287665
2019-07-26,"$47,876,718",$0.00288975
2019-07-25,"$45,200,499",$0.00288945
2019-07-24,"$37,547,488",$0.00285193
2019-07-23,"$34,761,907",$0.00295180
2019-07-22,"$35,211,055",$0.00304406
2019-07-21,"$39,653,158",$0.00310711
2019-07-20,"$37,498,838",$0.00302902
2019-07-19,"$59,848,007",$0.00312205
2019-07-18,"$62,182,007",$0.00299093
2019-07-17,"$57,721,046",$0.00279746
2019-07-16,"$64,199,751",$0.00310311
2019-07-15,"$54,586,907",$0.00294494
2019-07-14,"$48,417,431",$0.00324083
2019-07-13,"$56,681,078",$0.00331289
2019-07-12,"$66,669,004",$0.00323158
2019-07-11,"$72,813,386",$0.00338719
2019-07-10,"$135,518,551",$0.00363830
2019-07-09,"$154,000,367",$0.00377925
2019-07-08,"$139,755,212",$0.00366511
2019-07-07,"$166,973,337",$0.00367585
2019-07-06,"$297,605,111",$0.00392218
2019-07-05,"$133,147,284",$0.00328093
2019-07-04,"$155,514,136",$0.00347022
2019-07-03,"$137,113,785",$0.00339137
2019-07-02,"$80,210,005",$0.00321893
2019-07-01,"$79,934,988",$0.00320824
2019-06-30,"$87,408,104",$0.00340870
2019-06-29,"$130,444,258",$0.00358706
2019-06-28,"$131,166,208",$0.00334147
2019-06-27,"$118,489,941",$0.00340941
2019-06-26,"$123,817,958",$0.00356453
2019-06-25,"$112,489,958",$0.00338725
2019-06-24,"$108,892,534",$0.00332292
2019-06-23,"$128,666,160",$0.00330017
2019-06-22,"$109,908,417",$0.00324081
2019-06-21,"$82,578,870",$0.00315880
2019-06-20,"$76,593,800",$0.00316293
2019-06-19,"$92,624,843",$0.00319934
2019-06-18,"$87,956,878",$0.00321017
2019-06-17,"$109,738,546",$0.00329670
2019-06-16,"$91,845,481",$0.00322004
2019-06-15,"$99,893,565",$0.00329718
2019-06-14,"$77,256,002",$0.00308842
2019-06-13,"$80,469,854",$0.00308420
2019-06-12,"$90,759,423",$0.00310557
2019-06-11,"$94,630,800",$0.00319539
2019-06-10,"$79,371,499",$0.00297726
2019-06-09,"$89,686,015",$0.00315932
2019-06-08,"$101,503,717",$0.00319972
2019-06-07,"$64,350,826",$0.00305453
2019-06-06,"$78,658,835",$0.00314085
2019-06-05,"$72,165,021",$0.00293906
2019-06-04,"$112,353,874",$0.00329043
2019-06-03,"$93,098,804",$0.00340480
2019-06-02,"$126,912,627",$0.00351891
2019-06-01,"$134,090,189",$0.00353985
2019-05-31,"$153,996,031",$0.00327914
2019-05-30,"$118,007,780",$0.00317141
2019-05-29,"$118,337,170",$0.00322476
2019-05-28,"$121,537,252",$0.00317306
2019-05-27,"$91,909,536",$0.00315047
2019-05-26,"$70,612,284",$0.00299232
2019-05-25,"$109,546,772",$0.00303818
2019-05-24,"$85,895,369",$0.00293941
2019-05-23,"$89,816,821",$0.00298018
2019-05-22,"$89,509,684",$0.00315062
2019-05-21,"$76,493,904",$0.00303826
2019-05-20,"$76,917,558",$0.00317547
2019-05-19,"$72,114,255",$0.00292652
2019-05-18,"$88,831,253",$0.00293170
2019-05-17,"$113,820,151",$0.00314519
2019-05-16,"$91,712,936",$0.00332364
2019-05-15,"$85,415,120",$0.00307161
2019-05-14,"$73,527,082",$0.00277280
2019-05-13,"$70,451,535",$0.00260599
2019-05-12,"$79,637,261",$0.00280242
2019-05-11,"$58,181,021",$0.00254995
2019-05-10,"$55,922,452",$0.00251168
2019-05-09,"$58,247,298",$0.00257512
2019-05-08,"$46,502,838",$0.00254097
2019-05-07,"$62,072,137",$0.00258635
2019-05-06,"$58,244,514",$0.00267065
2019-05-05,"$67,145,973",$0.00270332
2019-05-04,"$66,824,253",$0.00269770
2019-05-03,"$60,522,578",$0.00257763
2019-05-02,"$53,846,455",$0.00251570
2019-05-01,"$58,359,615",$0.00254278
2019-04-30,"$57,724,493",$0.00246812
2019-04-29,"$50,584,642",$0.00251912
2019-04-28,"$52,871,836",$0.00253580
2019-04-27,"$58,090,700",$0.00254625
2019-04-26,"$58,610,185",$0.00247377
2019-04-25,"$68,369,112",$0.00258775
2019-04-24,"$68,592,417",$0.00278152
2019-04-23,"$71,769,045",$0.00280908
2019-04-22,"$94,256,333",$0.00276457
2019-04-21,"$63,064,930",$0.00290378
2019-04-20,"$75,827,355",$0.00288717
2019-04-19,"$159,269,077",$0.00295924
2019-04-18,"$119,380,062",$0.00278219
2019-04-17,"$61,421,794",$0.00283183
2019-04-16,"$64,306,915",$0.00278144
2019-04-15,"$59,063,297",$0.00287643
2019-04-14,"$65,511,943",$0.00284556
2019-04-13,"$75,644,932",$0.00286450
2019-04-12,"$79,373,994",$0.00279593
2019-04-11,"$91,459,108",$0.00301069
2019-04-10,"$90,034,293",$0.00286005
2019-04-09,"$98,084,814",$0.00302425
2019-04-08,"$96,460,148",$0.00339483
