Date,Volume,Open2017-1-1,2701884066.387097,910.3470967741936
2017-2-1,108658556.64285715,1064.5342857142857
2017-3-1,156304935.58064517,1129.9822580645161
2017-4-1,90623059,1217.155666666667
2017-5-1,338346101.16129035,1880.6093548387094
2017-6-1,437730233.06666666,2653.7636666666667
2017-7-1,477435007.1935484,2514.0970967741937
2017-8-1,883144249.8709677,3803.6512903225803
2017-9-1,1090824451.0666666,4051.930999999999
2017-10-1,1395160303.548387,5335.315161290322
2017-11-1,3222717475.8333335,7829.242333333334
2017-12-1,6241535964.16129,15576.17290322581
2018-1-1,4413058134.193548,13446.150967741933
2018-2-1,4007782968.714286,9399.274999999998
2018-3-1,3407281782.032258,9141.767096774196
2018-4-1,2762894288.266667,7917.109666666667
2018-5-1,2285685090.870968,8454.15483870968
2018-6-1,1948871595.1333334,6786.525
2018-7-1,4054459537.193548,7070.579354838708
2018-8-1,6219699988.290322,6701.275806451615
2018-9-1,4889550129.533334,6611.288
2018-10-1,2432381200.774194,6503.431612903226
2018-11-1,3565317787.9333334,5501.285666666668
2018-12-1,3493654726.451613,3684.0554838709677
2019-1-1,3062584829.451613,3661.3780645161296
2019-2-1,5780991939.821428,3675.8735714285717
2019-3-1,9179780244.419355,3930.1480645161305
2019-4-1,17489964748.966667,5118.404333333335
2019-5-1,25339804271.677418,7191.558709677418
2019-6-1,28428858544.333332,9333.916666666666
2019-7-1,29666765008.70968,10698.368387096774
2019-8-1,23388555745.580647,10646.742903225806
2019-9-1,19035968545.533333,9838.893666666667
2019-10-1,22344923119.387096,8348.786774193546
2019-11-1,26492269220.9,8391.819333333331
2019-12-1,22816208993.322582,7260.186129032257
2020-1-1,33358424346,8297.874193548389
2020-2-1,52161375535.89655,9661.307586206898
2020-3-1,41935582058.451614,6951.953225806452
2020-4-1,36363741111.833336,7134.565666666666
2020-5-1,40888208328.77419,9221.574193548387
2020-6-1,23712255997.7,9492.753999999997
2020-7-1,20917189161.70968,9518.782903225805
2020-8-1,21763844309.322582,11630.11548387097
2020-9-1,26698627889.066666,10673.321333333333
2020-10-1,20238748636.83871,11787.007419354837
2020-11-1,29032940991.866665,16454.540666666668
2020-12-1,33560401764.83871,21698.238387096775
2021-1-1,43503516563,29022
